Name,Score,Genders,Type,Source,Popularity,Favorites
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44,"Comedy, Mecha, Shounen",Movie,Original,4655,31
Marginal Prince: Gekkeiju no Ouji-tachi,5.91,"Romance, School, Shounen Ai",TV,Visual novel,4539,18
Shonan Junai Gumi!,7.48,"Action, Comedy, School",OVA,Manga,2730,141
Saiunkoku Monogatari 2nd Season,8.07,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,Light novel,2749,232
Mahou Shoujo Lyrical Nanoha StrikerS,7.65,"Action, Magic, Comedy, Super Power, Drama",TV,Original,2328,604
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.85,"Mecha, Military, Sci-Fi, Space",OVA,Unknown,4628,9
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.69,"Mecha, Military, Sci-Fi, Space",OVA,Unknown,4459,11
Mahou Shoujo Pretty Sammy,6.4,"Comedy, Parody, Magic, Fantasy",OVA,Original,5923,12
Urusei Yatsura OVA,7.39,"Sci-Fi, Adventure, Comedy",OVA,Manga,6590,8
Urusei Yatsura Movie 1: Only You,7.08,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Movie,Manga,5517,9
Urusei Yatsura Movie 2: Beautiful Dreamer,7.83,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Movie,Manga,4414,184
Urusei Yatsura Movie 3: Remember My Love,6.98,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Movie,Manga,6258,10
Urusei Yatsura Movie 4: Lum The Forever,6.77,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Movie,Manga,6456,8
Urusei Yatsura Movie 5: Kanketsu-hen,7.46,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,Manga,6372,12
Urusei Yatsura Movie 6: Itsudatte My Darling,6.84,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Movie,Manga,6458,2
Jishu Seisaku Movie Binchou-tan,6.06,"Slice of Life, Music",Music,Manga,8577,0
Gakuen Tokusou Hikaruon,5.59,"Action, Super Power, Martial Arts, School",OVA,Original,8686,5
Early Reins,5.92,"Action, Adventure, Seinen",OVA,Original,7866,4
Futari wa Precure: Max Heart,6.94,"Action, Comedy, Fantasy, Magic, Shoujo",TV,Original,4351,46
Futari wa Precure: Max Heart Movie 1,6.79,"Fantasy, Magic, Comedy, Shoujo",Movie,Original,6392,8
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.09,"Fantasy, Magic, Comedy, Shoujo",Movie,Original,6488,8
Yes! Precure 5,7.14,"Action, Fantasy, Magic, School, Shoujo",TV,Original,4490,81
Growlanser IV: Wayfarer of the Time,5.68,Action,OVA,Visual novel,9779,2
Megazone 23,6.81,"Action, Sci-Fi, Music, Mystery, Romance, Mecha",OVA,Original,4244,49
Misute♡naide Daisy,5.65,"Sci-Fi, Comedy, Romance, Shounen",TV,Manga,9914,3
Nakoruru: Ano Hito kara no Okurimono,5.53,"Fantasy, Supernatural, Historical, Drama",OVA,Game,9482,2
Shin Kaitei Gunkan,6.1,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",OVA,Other,9456,1
SD Gundam Gaiden,5.83,"Adventure, Comedy, Fantasy, Mecha",OVA,Original,8403,0
Outlanders,5.91,"Sci-Fi, Adventure, Comedy, Ecchi, Shounen",OVA,Manga,6061,18
Moonlight Mile 1st Season: Lift Off,7.18,"Adventure, Drama, Sci-Fi, Space",TV,Manga,5072,18
Rocket Girls,6.91,"Adventure, Sci-Fi, Space",TV,Light novel,5633,8
Paprika,8.06,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,Novel,361,3238
Photon,7.07,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,Original,4539,46
Ashita no Nadja,7.59,"Adventure, Drama, Historical, Romance, Shoujo",TV,Original,3303,242
Kikou Sennyo Rouran,5.82,"Action, Fantasy, Mecha",TV,Original,9323,2
Mahou no Chocolate,5.28,"Drama, Romance",OVA,Original,7825,2
Manie-Manie: Meikyuu Monogatari,7.05,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,Original,3380,88
Vampire Hunter,6.63,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",OVA,Game,4229,54
Code Geass: Hangyaku no Lelouch Picture Drama,6.97,"Comedy, School, Slice of Life",Special,Original,2400,113
Rayearth,6.89,"Action, Adventure, Fantasy",OVA,Manga,4383,33
Kimagure Robot,6.03,"Comedy, Fantasy, Sci-Fi",TV,Book,8758,0
Ikkitousen: Dragon Destiny,6.8,"Action, Super Power, Ecchi, Martial Arts, School",TV,Manga,1862,135
Ai Tenshi Densetsu Wedding Peach DX,6.66,"Adventure, Magic, Comedy, Romance, Shoujo",OVA,Unknown,6524,18
Wish,6.58,"Music, Shoujo",Music,Manga,5720,5
Wild 7,6.21,"Action, Police, Drama, Shounen",OVA,Manga,9071,0
Sore Ike! Anpanman,6.38,"Comedy, Kids, Fantasy",TV,Picture book,8580,17
Arashi no Yoru ni,7.7,"Adventure, Comedy, Drama, Fantasy",Movie,Book,3706,196
Chikyuu Bouei Kazoku,6.57,"Action, Sci-Fi, Comedy, Drama",TV,Original,9527,8
Sakura Taisen: Ecole de Paris,6.44,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,Game,7608,2
Sola,7.22,"Drama, Romance, Slice of Life, Supernatural",TV,Manga,1519,432
Ankoku Shinwa,4.21,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,Manga,8547,2
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.16,"Military, Sci-Fi, Space, Drama, Mecha",Movie,Original,4881,6
Mobile Suit Zeta Gundam: A New Translation II - Lovers,7.06,"Military, Sci-Fi, Space, Drama, Romance, Mecha",Movie,Original,5097,1
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7.15,"Military, Sci-Fi, Space, Drama, Mecha",Movie,Original,5122,6
Meitantei Holmes,7.37,"Action, Adventure, Mystery, Comedy, Police",TV,Novel,5224,55
X Densha de Ikou,5.77,"Mystery, Dementia, Supernatural",OVA,Novel,8158,10
Glass no Kamen (2005),8.09,"Drama, Shoujo",TV,Manga,2921,484
Mutekiou Tri-Zenon,6.15,"Mecha, Sci-Fi",TV,Unknown,10439,0
Hijikata Toshizou: Shiro no Kiseki,6.2,"Action, Historical, Drama, Samurai",OVA,Unknown,7984,7
Onkyo Seimeitai Noiseman,6.52,"Action, Fantasy, Sci-Fi",Movie,Original,5303,17
Tobira wo Akete (1995),6.03,"Dementia, Fantasy",OVA,Unknown,7477,2
Trava: Fist Planet,6.56,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,Original,4367,34
Twilight Q,6.34,"Sci-Fi, Mystery, Psychological",OVA,Original,6021,6
Osu,5.28,Slice of Life,Movie,Original,7886,1
Black Jack: Futari no Kuroi Isha,7.22,Drama,Movie,Unknown,7029,7
Memory,6.09,Mystery,Movie,Original,8265,1
UFO Robo Grendizer,7.53,"Mecha, Sci-Fi, Shounen",TV,Manga,5214,112
Wakusei Robo Danguard Ace,6.33,"Mecha, Military, Sci-Fi, Shounen, Space",TV,Original,10029,0
Himawari!!,6.47,"Comedy, Romance",TV,Original,4940,4
Shizuku,5.69,Comedy,Movie,Original,8597,0
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,6.06,"Fantasy, Magic, Comedy",Movie,Game,10227,3
Juusou Kikou Dancougar Nova,5.99,Mecha,TV,Original,6540,7
Chou Kousoku Gran Doll,5.53,"Action, Comedy, Mecha, School",OVA,Unknown,9373,2
Hanoka Recap,4.46,Sci-Fi,Special,Unknown,11120,0
.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,6.18,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,Manga,4745,14
Lingerie Senshi Papillon Rose,4.71,"Ecchi, Magic, Sci-Fi, Parody",OVA,Unknown,5831,6
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,6.72,"Comedy, Fantasy, Shoujo, Supernatural",Special,Manga,5145,32
Amazing Nuts!,6.58,"Adventure, Police, Romance, Music, Sci-Fi",Music,Original,5301,12
Sakura Taisen: Sumire,6.43,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,Game,8226,2
Roujin Z,7.05,"Comedy, Drama, Mecha, Sci-Fi",Movie,Original,3388,38
Tengen Toppa Gurren Lagann,8.66,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,Original,46,67916
Heroic Age,7.56,"Action, Mecha, Military, Sci-Fi, Space",TV,Original,1439,658
Tokyo Vice,5.38,"Action, Sci-Fi, Mystery, Mecha",OVA,Original,9505,1
Hanada Shounen-shi,8.01,"Comedy, Drama, Seinen, Slice of Life, Supernatural",TV,Manga,4602,115
Yu☆Gi☆Oh! (Movie),6.91,"Game, Adventure, Comedy, Fantasy, Shounen",Movie,Manga,2437,166
Dousou Kai Again,5.73,Hentai,OVA,Visual novel,8973,4
Yawara!: Sore Yuke Koshinuke Kids!!,6.26,"Slice of Life, Comedy, Sports, Martial Arts",Movie,Manga,9343,0
Yawara!: Zutto Kimi no Koto ga...,7.24,"Action, Slice of Life, Comedy, Sports, Drama, Martial Arts",Special,Manga,8880,3
Taiho Shichau zo in America,6.56,"Action, Comedy, Police, Shounen",Special,Manga,7074,2
Taiho Shichau zo Special,7.06,"Action, Comedy, Police, Shounen",TV,Manga,6485,3
Jigoku Sensei Nube,7.55,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,Manga,4134,108
Taiho Shichau zo The Movie,7.38,"Action, Comedy, Drama, Police, Shounen",Movie,Manga,5759,12
Taiho Shichau zo: Second Season,7.41,"Action, Comedy, Police, Shounen",TV,Manga,5257,9
Wind: A Breath of Heart,6.11,"Comedy, School",OVA,Visual novel,8646,0
Mermaid Forest OVA,6.78,"Mystery, Horror, Drama, Fantasy",OVA,Manga,6071,6
Mermaid's Scar,6.82,"Drama, Fantasy, Horror, Mystery",OVA,Manga,5904,7
Warau Hyouteki,6.24,"Horror, Mystery",OVA,Manga,7307,2
DNA Sights 999.9,6.07,"Action, Adventure, Drama, Sci-Fi",OVA,Manga,8466,2
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,7.24,"Adventure, Comedy, Historical, Fantasy, Shounen",Special,Manga,3217,30
Youkou no Ken,6.12,"Adventure, Comedy, Hentai",OVA,Original,8046,10
Fight!!,5.06,"Action, Fantasy, Supernatural",OVA,Unknown,10323,2
Bakuen Campus Guardress,6.09,"Action, Comedy, Supernatural, School, Shounen",OVA,Original,8181,7
Yoshimune,5.98,"Comedy, Historical",TV,Unknown,11709,0
Darker than Black: Kuro no Keiyakusha,8.12,"Action, Sci-Fi, Mystery, Super Power",TV,Original,113,16381
Hayate no Gotoku!,7.58,"Action, Harem, Comedy, Parody, Romance, Shounen",TV,Manga,766,1698
Wind: A Breath of Heart Specials,6.24,"Comedy, Romance, School",Special,Unknown,9121,0
Zettai Muteki Raijin-Oh (1992),6.44,"Sci-Fi, Mecha, Shounen",OVA,Original,12212,1
Sirius no Densetsu,6.73,"Drama, Fantasy, Romance",Movie,Book,7033,15
El Cazador de la Bruja,7.24,"Adventure, Drama, Mystery",TV,Original,2382,239
Shining Tears X Wind,6.52,"Action, Adventure, Fantasy, Magic",TV,Game,2928,74
Wellber no Monogatari: Sisters of Wellber,6.68,"Action, Adventure, Comedy, Drama, Fantasy, Historical",TV,Original,5385,7
Tamala 2010: A Punk Cat in Space,6.18,"Comedy, Dementia, Psychological, Sci-Fi",Movie,Original,5682,36
Lovely★Complex,8.06,"Comedy, Romance, Shoujo",TV,Manga,299,8585
Eikoku Koi Monogatari Emma: Molders-hen,7.87,"Slice of Life, Romance, Historical, Drama, Seinen",TV,Manga,3583,92
Cosmic Baton Girl Comet-san☆,7.15,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,Manga,7736,38
Hime-chan no Ribbon,7.44,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,Manga,5747,59
Mahou no Star Magical Emi,6.7,"Comedy, Magic, Shoujo, Slice of Life",TV,Original,7435,11
Mahou no Yousei Persia,6.63,"Comedy, Magic",TV,Original,8612,9
Mahou no Angel Sweet Mint,6.37,"Magic, Shoujo",TV,Original,8951,5
Ai to Yuuki no Pig Girl Tonde Buurin,6.63,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo",TV,Manga,5193,44
Five Star Stories,6.6,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,Manga,4886,31
